Concurso ;Data;Coluna1 ;Coluna2 ;Coluna3 ;Coluna4 ;Coluna5 ;Coluna6 ;Media;Mediana;Premio_Acum;Sorteio_ Especial ;Classe
1361;08/02/2012;23;27;30;37;38;44;33.16;33.5;YES;NO;CCDDDE
1362;11/02/2012;2;12;19;22;36;58;24.83;20.5;NO;NO;ABBCDF
1363;15/02/2012;25;35;42;45;52;57;42.66;43.5;YES;NO;CDEEFF
1364;18/02/2012;10;13;20;40;44;53;30;30;YES;NO;BBCEEF
1365;22/02/2012;2;24;26;32;35;50;28.16;29;YES;NO;ACCDDF
1366;25/02/2012;12;27;37;44;54;59;38.83;40.5;NO;NO;BCDEFF
1367;01/03/2012;2;7;13;29;38;43;22;21;YES;NO;AABCDE
1368;03/03/2012;10;21;26;29;32;38;26;27.5;NO;NO;BCCCDD
1369;07/03/2012;5;16;24;32;38;46;26.83;28;YES;NO;ABCDDE
1370;10/03/2012;2;4;5;27;49;59;24.33;16;NO;NO;AAACEF
1371;14/03/2012;3;4;8;11;47;49;20.33;9.5;YES;NO;AAABEE
1372;17/03/2012;3;36;40;46;58;60;40.5;43;YES;NO;ADEEFF
1373;21/03/2012;7;27;39;52;55;57;39.5;45.5;NO;NO;ACDFFF
1374;24/03/2012;6;21;28;31;33;43;27;29.5;YES;NO;ACCDDE
1375;28/03/2012;14;25;28;45;53;58;37.16;36.5;NO;NO;BCCEFF
1376;31/03/2012;9;11;21;49;53;54;32.83;35;YES;NO;ABCEFF
1377;04/04/2012;2;5;12;13;25;35;15.33;12.5;NO;NO;AABBCD
1378;07/04/2012;2;5;17;18;54;59;25.83;17.5;YES;NO;AABBFF
1379;11/04/2012;5;12;36;45;50;58;34.33;40.5;YES;NO;ABDEFF
1380;14/04/2012;3;14;52;55;57;60;40.16;53.5;YES;NO;ABFFFF
1381;18/04/2012;11;27;30;40;44;57;34.83;35;NO;NO;BCDEEF
1382;20/04/2012;5;13;16;17;27;55;22.16;16.5;YES;NO;ABBBCF
1383;25/04/2012;7;9;23;44;46;55;30.66;33.5;YES;NO;AACEEF
1384;28/04/2012;2;18;30;31;45;56;30.33;30.5;NO;NO;ABDDEF
1385;02/05/2012;27;35;36;37;42;59;39.33;36.5;NO;NO;CDDDEF
1386;05/05/2012;12;28;38;39;51;56;37.33;38.5;YES;NO;BCDDFF
1387;09/05/2012;18;27;32;43;50;52;37;37.5;YES;NO;BCDEFF
1388;12/05/2012;22;29;31;43;50;54;38.16;37;YES;NO;CCDEFF
1389;16/05/2012;1;16;28;39;44;57;30.83;33.5;NO;NO;ABCDEF
1390;19/05/2012;4;19;27;28;29;31;23;27.5;NO;NO;ABCCCD
1391;23/05/2012;7;12;19;34;40;53;27.5;26.5;YES;NO;ABBDEF
1392;26/05/2012;2;8;12;28;33;43;21;20;YES;NO;AABCDE
1393;30/05/2012;4;18;24;28;39;44;26.16;26;NO;NO;ABCCDE
1394;02/06/2012;11;16;24;35;46;50;30.33;29.5;YES;NO;BBCDEF
1395;06/06/2012;5;11;17;19;44;48;24;18;YES;NO;ABBBEE
1396;09/06/2012;29;48;52;54;55;58;49.33;53;YES;NO;CEFFFF
1397;13/06/2012;3;4;7;15;27;56;18.66;11;YES;NO;AAABCF
1398;16/06/2012;14;32;33;40;42;51;35.33;36.5;YES;NO;BDDEEF
1399;20/06/2012;34;39;43;56;57;60;48.16;49.5;NO;NO;DDEFFF
1400;23/06/2012;9;26;34;43;53;54;36.5;38.5;YES;NO;ACDEFF
1401;27/06/2012;11;12;25;33;48;54;30.5;29;NO;NO;BBCDEF
1402;30/06/2012;2;9;10;21;27;38;17.83;15.5;YES;NO;AABCCD
1403;04/07/2012;13;16;20;26;39;42;26;23;YES;NO;BBCCDE
1404;07/07/2012;7;8;27;31;32;51;26;29;YES;NO;AACDDF
1405;11/07/2012;3;14;17;32;37;39;23.66;24.5;NO;NO;ABBDDD
1406;14/07/2012;7;10;17;24;38;57;25.5;20.5;YES;NO;ABBCDF
1407;18/07/2012;18;29;31;42;43;53;36;36.5;YES;NO;BCDEEF
1408;21/07/2012;4;19;20;24;39;43;24.83;22;YES;NO;ABCCDE
1409;25/07/2012;6;19;26;47;50;58;34.33;36.5;YES;NO;ABCEFF
1410;28/07/2012;18;29;40;42;50;54;38.83;41;YES;NO;BCEEFF
1411;01/08/2012;8;12;32;44;46;48;31.66;38;NO;NO;ABDEEE
1412;04/08/2012;6;8;24;37;41;45;26.83;30.5;NO;NO;AACDEE
1413;07/08/2012;13;15;33;45;54;55;35.83;39;YES;NO;BBDEFF
1414;09/08/2012;21;37;44;46;49;57;42.33;45;YES;NO;CDEEEF
1415;11/08/2012;26;36;40;46;49;51;41.33;43;YES;NO;CDEEEF
1416;15/08/2012;3;19;22;24;35;49;25.33;23;NO;NO;ABCCDE
1417;18/08/2012;5;12;45;52;56;59;38.16;48.5;NO;NO;ABEFFF
1418;22/08/2012;7;8;10;12;27;56;20;11;YES;NO;AABBCF
1419;25/08/2012;17;21;30;48;52;58;37.66;39;YES;NO;BCDEFF
1420;29/08/2012;2;11;16;18;36;45;21.33;17;YES;NO;ABBBDE
1421;01/09/2012;19;31;39;44;53;59;40.83;41.5;NO;NO;BDDEFF
1422;05/09/2012;2;5;13;17;39;44;20;15;NO;NO;AABBDE
1423;08/09/2012;3;8;21;25;27;43;21.16;23;NO;NO;AACCCE
1424;12/09/2012;3;7;15;29;38;60;25.33;22;YES;NO;AABCDF
1425;15/09/2012;7;16;29;36;38;50;29.33;32.5;NO;NO;ABCDDF
1426;19/09/2012;6;15;18;24;30;44;22.83;21;YES;NO;ABBCDE
1427;22/09/2012;8;39;44;47;53;56;41.16;45.5;YES;NO;ADEEFF
1428;26/09/2012;7;15;19;34;37;55;27.83;26.5;NO;NO;ABBDDF
1429;29/09/2012;9;12;22;39;48;60;31.66;30.5;YES;NO;ABCDEF
1430;03/10/2012;2;19;22;30;46;52;28.5;26;YES;NO;ABCDEF
1431;06/10/2012;5;9;13;33;40;54;25.66;23;YES;NO;AABDEF
1432;10/10/2012;16;24;25;42;45;59;35.16;33.5;YES;NO;BCCEEF
1433;13/10/2012;4;13;14;40;46;52;28.16;27;NO;NO;ABBEEF
1434;17/10/2012;3;18;22;34;55;58;31.66;28;NO;NO;ABCDFF
1435;20/10/2012;4;15;45;47;50;52;35.5;46;YES;NO;ABEEFF
1436;24/10/2012;1;13;23;24;30;57;24.66;23.5;YES;NO;ABCCDF
1437;27/10/2012;22;23;26;37;38;48;32.33;31.5;YES;NO;CCCDDE
1438;31/10/2012;7;14;31;33;36;49;28.33;32;NO;NO;ABDDDE
1439;03/11/2012;2;34;35;42;43;55;35.16;38.5;YES;NO;ADDEEF
1440;07/11/2012;2;6;28;36;51;56;29.83;32;NO;NO;AACDFF
1441;10/11/2012;17;29;36;38;53;56;38.16;37;YES;NO;BCDDFF
1442;14/11/2012;12;13;20;30;34;49;26.33;25;YES;NO;BBCDDE
1443;17/11/2012;12;20;32;48;52;54;36.33;40;YES;NO;BCDEFF
1444;21/11/2012;2;5;27;28;48;55;27.5;27.5;YES;NO;AACCEF
1445;24/11/2012;5;19;32;41;49;58;34;36.5;NO;NO;ABDEEF
1446;28/11/2012;6;13;24;32;40;51;27.66;28;NO;NO;ABCDEF
1447;01/12/2012;1;19;28;33;39;41;26.83;30.5;YES;NO;ABCDDE
1448;05/12/2012;1;25;29;36;56;60;34.5;32.5;YES;NO;ACCDFF
1449;08/12/2012;2;6;18;30;52;56;27.33;24;YES;NO;AABDFF
1450;12/12/2012;26;27;31;38;44;45;35.16;34.5;YES;NO;CCDDEE
1451;15/12/2012;2;10;11;33;52;57;27.5;22;YES;NO;ABBDFF
1452;18/12/2012;2;14;28;50;57;58;34.83;39;YES;NO;ABCFFF
1453;20/12/2012;6;13;25;32;47;57;30;28.5;YES;NO;ABCDEF
1454;22/12/2012;4;27;29;41;48;52;33.5;35;YES;NO;ACCEEF
1455;31/12/2012;14;32;33;36;41;52;34.66;34.5;NO;NO;BDDDEF
1456;02/01/2013;6;8;14;26;36;40;21.66;20;YES;NO;AABCDE
1457;05/01/2013;15;16;34;42;46;59;35.33;38;YES;NO;BBDEEF
1458;09/01/2013;2;4;16;33;44;51;25;24.5;YES;NO;AABDEF
1459;12/01/2013;2;6;30;34;35;52;26.5;32;NO;NO;AADDDF
1460;16/01/2013;4;14;27;38;50;52;30.83;32.5;YES;NO;ABCDFF
1461;19/01/2013;31;36;44;47;49;54;43.5;45.5;YES;NO;DDEEEF
1462;23/01/2013;5;9;25;27;38;40;24;26;NO;NO;AACCDE
1463;26/01/2013;13;22;28;29;40;48;30;28.5;YES;NO;BCCCEE
1464;30/01/2013;2;24;32;50;54;59;36.83;41;YES;NO;ACDFFF
1465;02/02/2013;6;11;16;26;44;53;26;21;YES;NO;ABBCEF
1466;06/02/2013;4;6;13;34;37;51;24.16;23.5;NO;NO;AABDDF
1467;09/02/2013;23;24;26;41;52;53;36.5;33.5;NO;NO;CCCEFF
1468;13/02/2013;1;2;10;19;20;37;14.83;14.5;NO;NO;AABBCD
1469;16/02/2013;4;13;35;54;56;58;36.66;44.5;YES;NO;ABDFFF
1470;20/02/2013;2;34;36;38;51;55;36;37;NO;NO;ADDDFF
1471;23/02/2013;10;25;33;36;40;58;33.66;34.5;YES;NO;BCDDEF
1472;27/02/2013;12;18;23;25;45;50;28.83;24;YES;NO;BBCCEF
1473;02/03/2013;2;12;33;57;58;60;37;45;YES;NO;ABDFFF
1474;06/03/2013;1;2;3;11;28;43;14.66;7;NO;NO;AAABCE
1475;09/03/2013;12;13;37;44;48;51;34.16;40.5;NO;NO;BBDEEF
1476;13/03/2013;4;10;26;37;47;57;30.16;31.5;YES;NO;ABCDEF
1477;16/03/2013;3;4;46;50;56;59;36.33;48;YES;NO;AAEFFF
1478;20/03/2013;10;27;37;40;47;55;36;38.5;YES;NO;BCDEEF
1479;23/03/2013;21;48;50;54;57;60;48.33;52;YES;NO;CEFFFF
1480;27/03/2013;9;14;21;26;36;52;26.33;23.5;NO;NO;ABCCDF
1481;30/03/2013;17;27;28;40;44;55;35.16;34;YES;NO;BCCEEF
1482;03/04/2013;6;9;11;34;41;53;25.66;22.5;YES;NO;AABDEF
1483;06/04/2013;1;35;39;53;55;56;39.83;46;YES;NO;ADDFFF
1484;10/04/2013;17;20;24;29;49;53;32;26.5;YES;NO;BCCCEF
1485;13/04/2013;4;27;30;36;54;59;35;33;YES;NO;ACDDFF
1486;17/04/2013;1;6;10;34;40;54;24.16;22;NO;NO;AABDEF
1487;20/04/2013;4;9;17;23;28;53;22.33;20;YES;NO;AABCCF
1488;24/04/2013;4;22;25;38;45;51;30.83;31.5;NO;NO;ACCDEF
1489;27/04/2013;1;15;24;26;28;48;23.66;25;NO;NO;ABCCCE
1490;02/05/2013;1;3;31;32;43;52;27;31.5;YES;NO;AADDEF
1491;04/05/2013;6;26;45;50;56;60;40.5;47.5;YES;NO;ACEFFF
1492;08/05/2013;4;9;18;44;46;48;28.16;31;NO;NO;AABEEE
1493;11/05/2013;7;12;24;27;30;49;24.83;25.5;NO;NO;ABCCDE
1494;15/05/2013;2;14;24;28;35;50;25.5;26;YES;NO;ABCCDF
1495;18/05/2013;4;13;14;44;49;57;30.16;29;YES;NO;ABBEEF
1496;22/05/2013;14;18;28;41;47;54;33.66;34.5;YES;NO;BBCEEF
1497;25/05/2013;4;5;7;27;45;58;24.33;17;YES;NO;AAACEF
1498;29/05/2013;6;11;27;40;46;49;29.83;33.5;YES;NO;ABCEEE
1499;01/06/2013;8;22;26;33;37;54;30;29.5;NO;NO;ACCDDF
1500;05/06/2013;10;18;31;43;57;59;36.33;37;NO;NO;BBDEFF
1501;08/06/2013;1;7;13;29;37;54;23.5;21;NO;NO;AABCDF
1502;12/06/2013;6;22;43;51;52;57;38.5;47;YES;NO;ACEFFF
1503;15/06/2013;3;4;16;22;36;42;20.5;19;YES;NO;AABCDE
1504;19/06/2013;2;10;12;30;41;42;22.83;21;YES;NO;ABBDEE
1505;22/06/2013;1;2;6;9;16;32;11;7.5;YES;NO;AAAABD
1506;26/06/2013;3;14;18;34;42;49;26.66;26;YES;NO;ABBDEE
1507;29/06/2013;24;46;50;51;52;56;46.5;50.5;YES;NO;CEFFFF
1508;03/07/2013;17;18;30;35;39;58;32.83;32.5;NO;NO;BBDDDF
1509;06/07/2013;1;6;27;46;51;59;31.66;36.5;YES;NO;AACEFF
1510;10/07/2013;1;8;17;44;46;53;28.16;30.5;NO;NO;AABEEF
1511;13/07/2013;4;8;17;29;31;45;22.33;23;YES;NO;AABCDE
1512;17/07/2013;11;28;35;42;46;58;36.66;38.5;YES;NO;BCDEEF
1513;20/07/2013;17;28;31;56;57;58;41.16;43.5;YES;NO;BCDFFF
1514;24/07/2013;16;17;23;42;59;60;36.16;32.5;NO;NO;BBCEFF
1515;27/07/2013;4;13;14;18;49;59;26.16;16;NO;NO;ABBBEF
1516;31/07/2013;4;18;20;34;45;60;30.16;27;NO;NO;ABCDEF
1517;03/08/2013;7;17;38;45;52;56;35.83;41.5;YES;NO;ABDEFF
1518;06/08/2013;8;9;28;41;48;55;31.5;34.5;YES;NO;AACEEF
1519;08/08/2013;5;6;15;23;56;59;27.33;19;YES;NO;AABCFF
1520;10/08/2013;7;31;35;36;46;48;33.83;35.5;YES;NO;ADDDEE
1521;14/08/2013;11;14;18;30;33;39;24.16;24;NO;NO;BBBDDD
1522;17/08/2013;5;8;23;32;33;56;26.16;27.5;YES;NO;AACDDF
1523;21/08/2013;22;25;31;39;41;44;33.66;35;YES;NO;CCDDEE
1524;24/08/2013;2;12;40;46;52;53;34.16;43;YES;NO;ABEEFF
1525;28/08/2013;2;26;30;35;46;54;32.16;32.5;YES;NO;ACDDEF
1526;31/08/2013;10;16;28;47;51;59;35.16;37.5;NO;NO;BBCEFF
1527;04/09/2013;16;32;36;42;44;48;36.33;39;YES;NO;BDDEEE
1528;06/09/2013;4;13;15;19;36;58;24.16;17;YES;NO;ABBBDF
1529;11/09/2013;11;15;17;34;35;49;26.83;25.5;NO;NO;BBBDDE
1530;14/09/2013;10;16;28;33;48;53;31.33;30.5;NO;NO;BBCDEF
1531;18/09/2013;12;13;24;41;42;44;29.33;32.5;YES;NO;BBCEEE
1532;21/09/2013;2;11;23;31;42;44;25.5;27;NO;NO;ABCDEE
1533;25/09/2013;13;21;29;34;47;57;33.5;31.5;YES;NO;BCCDEF
1534;28/09/2013;1;12;28;29;34;48;25.33;28.5;NO;NO;ABCCDE
1535;02/10/2013;8;9;25;41;54;55;32;33;YES;NO;AACEFF
1536;05/10/2013;13;18;29;32;50;58;33.33;30.5;YES;NO;BBCDFF
1537;09/10/2013;6;10;33;50;51;56;34.33;41.5;NO;NO;ABDFFF
1538;11/10/2013;23;27;35;52;53;57;41.16;43.5;NO;NO;CCDFFF
1539;16/10/2013;8;10;20;26;49;58;28.5;23;YES;NO;ABCCEF
1540;19/10/2013;3;17;27;32;47;54;30;29.5;YES;NO;ABCDEF
1541;23/10/2013;5;24;37;44;49;58;36.16;40.5;YES;NO;ACDEEF
1542;26/10/2013;7;11;12;30;39;57;26;21;YES;NO;ABBDDF
1543;30/10/2013;7;15;20;23;30;41;22.66;21.5;YES;NO;ABCCDE
1544;01/11/2013;2;21;30;35;45;50;30.5;32.5;YES;NO;ACDDEF
1545;06/11/2013;4;6;11;24;45;48;23;17.5;NO;NO;AABCEE
1546;09/11/2013;4;17;38;44;53;60;36;41;YES;NO;ABDEFF
1547;13/11/2013;2;9;10;18;21;28;14.66;14;NO;NO;AABBCC
1548;16/11/2013;19;41;42;44;47;54;41.16;43;YES;NO;BEEEEF
1549;20/11/2013;10;12;16;20;32;53;23.83;18;NO;NO;BBBCDF
1550;23/11/2013;9;13;21;27;36;56;27;24;NO;NO;ABCCDF
1551;27/11/2013;2;15;19;21;23;38;19.66;20;NO;NO;ABBCCD
1552;30/11/2013;7;18;24;26;39;46;26.66;25;YES;NO;ABCCDE
1553;04/12/2013;20;21;22;29;46;60;33;25.5;YES;NO;CCCCEF
1554;07/12/2013;30;32;49;50;52;53;44.33;49.5;YES;NO;DDEFFF
1555;11/12/2013;2;5;23;33;52;59;29;28;YES;NO;AACDFF
1556;14/12/2013;1;4;7;10;11;52;14.16;8.5;YES;NO;AAABBF
1557;17/12/2013;4;16;18;31;45;46;26.66;24.5;YES;NO;ABBDEE
1558;19/12/2013;7;15;17;31;42;54;27.66;24;YES;NO;ABBDEF
1559;21/12/2013;8;12;16;29;37;58;26.66;22.5;NO;NO;ABBCDF
1560;31/12/2013;20;30;36;38;47;53;37.33;37;NO;NO;CDDDEF
1561;02/01/2014;23;26;28;54;55;60;41;41;YES;NO;CCCFFF
1562;04/01/2014;10;12;23;37;47;51;30;30;YES;NO;BBCDEF
1563;09/01/2014;1;6;13;20;36;43;19.83;16.5;NO;NO;AABCDE
1564;11/01/2014;25;38;44;46;53;54;43.33;45;NO;NO;CDEEFF
1565;15/01/2014;18;37;39;41;43;51;38.16;40;YES;NO;BDDEEF
1566;18/01/2014;5;6;11;32;36;60;25;21.5;NO;NO;AABDDF
1567;22/01/2014;2;15;30;38;48;53;31;34;YES;NO;ABDDEF
1568;25/01/2014;19;24;25;28;42;58;32.66;26.5;YES;NO;BCCCEF
1569;29/01/2014;5;15;18;31;42;53;27.33;24.5;YES;NO;ABBDEF
1570;01/02/2014;15;18;24;42;46;56;33.5;33;YES;NO;BBCEEF
1571;05/02/2014;3;29;32;46;55;60;37.5;39;YES;NO;ACDEFF
1572;08/02/2014;20;27;42;45;46;47;37.83;43.5;YES;NO;CCEEEE
1573;12/02/2014;7;16;21;35;36;38;25.5;28;YES;NO;ABCDDD
1574;15/02/2014;6;27;28;33;46;48;31.33;30.5;YES;NO;ACCDEE
1575;19/02/2014;1;4;5;14;45;56;20.83;9.5;NO;NO;AAABEF
1576;22/02/2014;13;15;21;26;30;46;25.16;23.5;YES;NO;BBCCDE
1577;26/02/2014;11;14;25;32;51;59;32;28.5;NO;NO;BBCDFF
1578;01/03/2014;3;6;30;37;53;56;30.83;33.5;YES;NO;AADDFF
1579;05/03/2014;25;34;40;49;51;60;43.16;44.5;YES;NO;CDEEFF
1580;08/03/2014;1;6;14;17;33;36;17.83;15.5;NO;NO;AABBDD
1581;12/03/2014;14;15;25;30;31;34;24.83;27.5;YES;NO;BBCDDD
1582;15/03/2014;1;4;13;17;38;48;20.16;15;NO;NO;AABBDE
1583;19/03/2014;2;9;17;18;45;47;23;17.5;YES;NO;AABBEE
1584;22/03/2014;3;22;27;28;50;54;30.66;27.5;YES;NO;ACCCFF
1585;26/03/2014;2;43;47;48;49;55;40.66;47.5;YES;NO;AEEEEF
1586;29/03/2014;8;39;43;46;47;58;40.16;44.5;YES;NO;ADEEEF
1587;02/04/2014;8;19;21;30;52;56;31;25.5;YES;NO;ABCDFF
1588;05/04/2014;23;29;32;36;45;49;35.66;34;NO;NO;CCDDEE
1589;09/04/2014;4;5;11;19;41;51;21.83;15;YES;NO;AABBEF
1590;12/04/2014;7;20;34;40;44;55;33.33;37;YES;NO;ACDEEF
1591;16/04/2014;4;10;23;33;38;55;27.16;28;NO;NO;ABCDDF
1592;19/04/2014;31;36;38;41;42;49;39.5;39.5;YES;NO;DDDEEE
1593;23/04/2014;4;9;17;18;21;38;17.83;17.5;NO;NO;AABBCD
1594;26/04/2014;6;7;8;23;43;53;23.33;15.5;YES;NO;AAACEF
1595;30/04/2014;2;5;8;42;46;59;27;25;NO;NO;AAAEEF
1596;03/05/2014;1;5;7;10;12;45;13.33;8.5;NO;NO;AAABBE
1597;07/05/2014;5;10;16;44;50;52;29.5;30;YES;NO;ABBEFF
1598;10/05/2014;29;31;36;42;47;53;39.66;39;YES;NO;CDDEEF
1599;14/05/2014;3;10;15;35;36;58;26.16;25;NO;NO;ABBDDF
1600;17/05/2014;9;23;32;35;46;57;33.66;33.5;NO;NO;ACDDEF
1601;21/05/2014;8;10;24;45;56;60;33.83;34.5;YES;NO;ABCEFF
1602;24/05/2014;8;12;22;35;40;44;26.83;28.5;NO;NO;ABCDEE
1603;28/05/2014;13;20;27;31;53;60;34;29;YES;NO;BCCDFF
1604;31/05/2014;2;21;24;27;40;51;27.5;25.5;YES;NO;ACCCEF
1605;04/06/2014;9;19;21;30;31;42;25.33;25.5;YES;NO;ABCDDE
1606;07/06/2014;1;15;37;42;46;54;32.5;39.5;NO;NO;ABDEEF
1607;11/06/2014;7;31;32;41;51;52;35.66;36.5;YES;NO;ADDEFF
1608;14/06/2014;5;6;17;43;54;59;30.66;30;YES;NO;AABEFF
1609;18/06/2014;2;6;13;26;53;60;26.66;19.5;YES;NO;AABCFF
1610;21/06/2014;1;4;9;35;36;53;23;22;YES;NO;AAADDF
1611;25/06/2014;24;28;47;50;51;58;43;48.5;YES;NO;CCEFFF
1612;28/06/2014;6;13;17;36;42;51;27.5;26.5;NO;NO;ABBDEF
1613;02/07/2014;4;18;31;44;46;49;32;37.5;YES;NO;ABDEEE
1614;05/07/2014;14;17;21;27;43;49;28.5;24;NO;NO;BBCCEE
1615;09/07/2014;5;20;26;31;33;44;26.5;28.5;YES;NO;ACCDDE
1616;12/07/2014;28;31;40;42;46;58;40.83;41;YES;NO;CDEEEF
1617;16/07/2014;3;23;26;31;47;54;30.66;28.5;NO;NO;ACCDEF
1618;19/07/2014;9;20;24;43;51;52;33.16;33.5;NO;NO;ACCEFF
1619;23/07/2014;5;8;17;42;46;47;27.5;29.5;YES;NO;AABEEE
1620;26/07/2014;13;23;27;34;38;57;32;30.5;YES;NO;BCCDDF
1621;30/07/2014;10;22;24;38;39;49;30.33;31;NO;NO;BCCDDE
1622;02/08/2014;4;5;7;21;45;53;22.5;14;YES;NO;AAACEF
1623;05/08/2014;33;43;49;50;56;59;48.33;49.5;YES;NO;DEEFFF
1624;07/08/2014;2;27;32;41;47;58;34.5;36.5;YES;NO;ACDEEF
1625;09/08/2014;11;22;36;40;45;52;34.33;38;YES;NO;BCDEEF
1626;13/08/2014;3;5;14;35;43;52;25.33;24.5;YES;NO;AABDEF
1627;16/08/2014;20;26;32;41;45;57;36.83;36.5;NO;NO;CCDEEF
1628;20/08/2014;26;29;34;38;50;60;39.5;36;YES;NO;CCDDFF
1629;23/08/2014;4;20;24;35;47;59;31.5;29.5;YES;NO;ACCDEF
1630;27/08/2014;1;7;30;43;44;54;29.83;36.5;YES;NO;AADEEF
1631;30/08/2014;4;29;44;47;48;60;38.66;45.5;YES;NO;ACEEEF
1632;03/09/2014;6;18;24;27;56;59;31.66;25.5;NO;NO;ABCCFF
1633;06/09/2014;1;2;11;13;36;49;18.66;12;YES;NO;AABBDE
1634;10/09/2014;9;10;23;33;44;51;28.33;28;NO;NO;ABCDEF
1635;13/09/2014;8;23;28;30;32;51;28.66;29;YES;NO;ACCDDF
1636;17/09/2014;19;26;33;35;51;52;36;34;YES;NO;BCDDFF
1637;20/09/2014;1;5;24;47;55;56;31.33;35.5;YES;NO;AACEFF
1638;24/09/2014;1;2;38;41;42;58;30.33;39.5;YES;NO;AADEEF
1639;27/09/2014;16;29;34;35;49;51;35.66;34.5;NO;NO;BCDDEF
1640;01/10/2014;2;6;18;23;31;46;21;20.5;NO;NO;AABCDE
1641;04/10/2014;23;29;30;33;46;51;35.33;31.5;YES;NO;CCDDEF
1642;08/10/2014;3;23;42;43;47;60;36.33;42.5;YES;NO;ACEEEF
1643;11/10/2014;16;19;20;28;37;60;30;24;YES;NO;BBCCDF
1644;15/10/2014;10;13;16;22;34;60;25.83;19;YES;NO;BBBCDF
1645;18/10/2014;8;18;21;31;37;38;25.5;26;YES;NO;ABCDDD
1646;22/10/2014;19;23;34;40;41;58;35.83;37;YES;NO;BCDEEF
1647;25/10/2014;12;17;23;38;53;54;32.83;30.5;NO;NO;BBCDFF
1648;29/10/2014;15;16;18;20;22;48;23.16;19;YES;NO;BBBCCE
1649;01/11/2014;24;33;38;42;44;54;39.16;40;YES;NO;CDDEEF
1650;05/11/2014;17;23;29;38;57;60;37.33;33.5;YES;NO;BCCDFF
1651;08/11/2014;8;27;35;38;41;44;32.16;36.5;YES;NO;ACDDEE
1652;12/11/2014;7;24;26;28;44;57;31;27;YES;NO;ACCCEF
1653;14/11/2014;1;21;22;27;32;45;24.66;24.5;YES;NO;ACCCDE
1654;19/11/2014;7;16;33;42;50;58;34.33;37.5;YES;NO;ABDEFF
1655;22/11/2014;7;24;28;46;53;56;35.66;37;NO;NO;ACCEFF
1656;26/11/2014;4;6;11;43;54;56;29;27;YES;NO;AABEFF
1657;29/11/2014;7;10;14;37;45;54;27.83;25.5;NO;NO;ABBDEF
1658;03/12/2014;7;11;19;23;40;49;24.83;21;NO;NO;ABBCEE
1659;06/12/2014;4;10;20;33;37;49;25.5;26.5;YES;NO;ABCDDE
1660;10/12/2014;8;17;34;38;42;51;31.66;36;NO;NO;ABDDEF
1661;13/12/2014;13;16;27;43;48;58;34.16;35;YES;NO;BBCEEF
1662;17/12/2014;10;14;25;29;33;57;28;27;NO;NO;BBCCDF
1663;20/12/2014;18;20;27;40;49;55;34.83;33.5;YES;NO;BCCEEF
1664;24/12/2014;8;21;23;29;36;48;27.5;26;NO;NO;ACCCDE
1665;31/12/2014;1;5;11;16;20;56;18.16;13.5;NO;NO;AABBCF
1666;03/01/2015;1;2;23;27;45;51;24.83;25;YES;NO;AACCEF
1667;07/01/2015;7;12;24;44;51;56;32.33;34;NO;NO;ABCEFF
1668;10/01/2015;5;40;47;52;55;57;42.66;49.5;YES;NO;AEEFFF
1669;14/01/2015;28;29;31;45;48;49;38.33;38;YES;NO;CCDEEE
1670;17/01/2015;1;17;19;30;33;47;24.5;24.5;YES;NO;ABBDDE
1671;21/01/2015;21;27;31;45;55;56;39.16;38;YES;NO;CCDEFF
1672;24/01/2015;1;3;5;10;20;42;13.5;7.5;NO;NO;AAABCE
1673;28/01/2015;5;10;23;24;35;47;24;23.5;YES;NO;ABCCDE
1674;31/01/2015;22;30;42;50;58;59;43.5;46;YES;NO;CDEFFF
1675;04/02/2015;3;18;34;35;36;56;30.33;34.5;NO;NO;ABDDDF
1676;07/02/2015;1;2;11;37;48;51;25;24;YES;NO;AABDEF
1677;11/02/2015;10;15;28;33;51;52;31.5;30.5;NO;NO;BBCDFF
1678;14/02/2015;9;11;17;19;35;52;23.83;18;YES;NO;ABBBDF
1679;18/02/2015;1;2;27;28;46;47;25.16;27.5;NO;NO;AACCEE
1680;21/02/2015;23;37;38;46;47;51;40.33;42;NO;NO;CDDEEF
1681;25/02/2015;1;6;8;11;33;50;18.16;9.5;NO;NO;AAABDF
1682;28/02/2015;7;13;35;37;39;51;30.33;36;YES;NO;ABDDDF
1683;04/03/2015;4;12;32;33;34;48;27.16;32.5;NO;NO;ABDDDE
1684;07/03/2015;9;12;18;31;39;50;26.5;24.5;YES;NO;ABBDDF
1685;11/03/2015;3;18;31;39;46;51;31.33;35;YES;NO;ABDDEF
1686;14/03/2015;9;14;37;44;46;55;34.16;40.5;NO;NO;ABDEEF
1687;18/03/2015;15;24;37;46;49;58;38.16;41.5;NO;NO;BCDEEF
1688;21/03/2015;18;23;30;32;42;56;33.5;31;YES;NO;BCDDEF
1689;25/03/2015;2;5;13;27;41;53;23.5;20;NO;NO;AABCEF
1690;28/03/2015;21;24;26;35;45;53;34;30.5;YES;NO;CCCDEF
1691;01/04/2015;1;10;24;39;45;58;29.5;31.5;YES;NO;ABCDEF
1692;04/04/2015;11;13;14;27;44;56;27.5;20.5;YES;NO;BBBCEF
1693;08/04/2015;5;15;18;19;21;38;19.33;18.5;YES;NO;ABBBCD
1694;11/04/2015;20;29;34;37;45;57;37;35.5;NO;NO;CCDDEF
1695;15/04/2015;24;36;38;43;44;58;40.5;40.5;YES;NO;CDDEEF
